title,released_year,duration,genre,description,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,api_error,totalSeasons,imageid,format
Golmaal: Fun Unlimited                   ,2006,2h 21m  ,Comedy         ,"Spinning a web of lies, four crooks seek shelter in a bungalow owned by a blind couple. But hilarity ensues when they all fall in love with a girl next door.",N/A,14 Jul 2006,150 min,"Action, Comedy, Drama",Rohit Shetty,Neeraj Vora,"Ajay Devgn, Arshad Warsi, Sharman Joshi","Gopal, Lucky, Madhav and Laxman - four guys bound together by their child-like notoriety, aimlessness and petty business of conning people for fun and money. Laxman is an intelligent student who is not allowed to pass by his mischievous band of friends Gopal, Madhav and mute Lucky. This is because all four friends use his hostel room to conduct their activities. He is peer-pressured into running a series of scams in order to earn himself and his friends some money. Once thrown out of college bag-n-baggage, the naughty foursome finds refuge in the bungalow of a blind couple as their grandson. A cat mouse game unfolds as Laxman's body and Gopal's voice makes for Sameer (The grandson from US). Each time the blinded Dadaji comes amidst them, hilarious situations arise Enter Nirali with a bath towel and the group now have time, place and 'resources' to fall in love. Their individual efforts at winning the lady's heart, fail, resulting in rib tickling comic scenes. Apart from their amorous interests, there is a quest for hidden treasure in the old couple's house. For, there is also a gangster in this story by the name of Babli who has his own story to tell.",Hindi,India,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZWMwZTM3YzEtNzgzMi00YmI3LTkxN2EtZDY1OGM0MDQ2Y2NkXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}]",N/A,7.5,"19,937",tt0495034,movie,N/A,N/A,N/A,N/A,,,0066,jpg
Humko Deewana Kar Gaye                   ,2006,2h 28m  ,Drama          ,"Betrothed to different people, Aditya and Jia meet by chance and fall in love. Will they sacrifice their happiness for prior commitments?",Not Rated,14 Apr 2006,155 min,"Drama, Romance",Raj Kanwar,"Sudhanshu Dube, Raj Kanwar, Anurag Singh","Akshay Kumar, Katrina Kaif, Bipasha Basu","Ravishing Jia A. Yashvardhan lives a very wealthy, though lonely, lifestyle in India with her widowed father Industrialist, A.J. Yashvardhan. In a bid to augment his business, he arranges her marriage with dynamic business tycoon, Karan Oberoi, who operates from Canada. Jia re-locates to Canada to do some shopping, and runs into a young automobile engineer, Aditya Malhotra. Both continue meeting and eventually fall in love with each other. But both are not fated to be each other's soul-mates, for Aditya is engaged to be married to ""India's hottest female"" Sonia Berry, while Jia will eventually marry Karan. They part and go their individual ways. Then Sonia gets an assignment with Karan, and she and Aditya get invited to his wedding. The wedding takes place with great pomp and ceremony, it is then Aditya and Jia are introduced to each other, and both find that they still have feelings for each other, at the same time both know that according to Hindu traditions, this marriage cannot be broken at any cost.",Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BYmYzZTU2NmYtNzM5NC00NWIxLTliMWQtNGMxZDI0MTM5ZGFiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.2/10""}]",N/A,5.2,"4,430",tt0444840,movie,N/A,"$250,083",N/A,N/A,,,0067,jpg
Khosla Ka Ghosla                         ,2006,2h 4m   ,Comedy         ,A retired middle-class man fails to get his land back from a cunning dealer. His son comes to his rescue with a dramatic plan. - ok,Not Rated,22 Sep 2006,135 min,"Comedy, Crime, Drama","Dibakar Banerjee, Pravin E. Birje",Jaideep Sahni,"Anupam Kher, Boman Irani, Parvin Dabas","K.K. Khosla (Anupam Kher) is a middle class man living in New Delhi. He is a simple man with simple tastes. The plot starts with a scene where Khosla dreams about his death. The irony is that nobody cares about his death; instead his children &amp; neighbours are more interested in their materialistic needs. One early morning in Delhi, Khosla wakes up and plans to go to the site where he has purchased a plot to build his house. He is accompanied by his wife, eldest son Bunty (Ranvir Shorey), second son Chironji Lal Khosla (Parvin Dabas), and his daughter. When they reach the spot they find that the site has been occupied by someone else and on further investigation find that it has been captured by a property usurping nexus headed by a man named Kishan Khurana (Boman Irani). Khurana demands Rs. 15 lakhs to vacate the plot, which Khosla refuses to give. Bunty gathers few local strongmen and forcefully destroys the walls and re-occupies the plot. But Khurana has the police on his side and he gets Khosla arrested. After a day in the lock-up, Khosla is released. After Cherry meets Asif Iqbal who at one time was Khurana's partner. Khurana took away Asif's ancestral land by cheating him. So Asif and the Khoslas turn the tables on Khurana and dupe him of Rs. 35 lakhs (by fraud). In the end, Khosla gives the required 15 lakh to Khurana and takes possession of his plot.",Hindi,India,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNWI1M2YxZWMtN2JiZi00MmJjLWE4NjgtODc2ODg2M2M5YWRiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.2/10""}]",N/A,8.2,"25,465",tt0466460,movie,N/A,"$26,472",N/A,N/A,,,0068,jpg
Vikramarkudu                             ,2006,2h 15m  ,Action         ,"Sathi Babu promises his girlfriend to give up his life of crime but ends up stealing a trunk full of money. However, something unexpected awaits in the trunk.",Not Rated,23 Jun 2006,161 min,Action,S.S. Rajamouli,"Vijayendra Prasad, S.S. Rajamouli, M. Rathnam","Ravi Teja, Anushka Shetty, Annie","A thief's life changes after he discovers a little girl who claims he is her father, and what follows is violence after a gang hunting for his lookalike closes in on him.",Telugu,India,1 nomination,https://m.media-amazon.com/images/M/MV5BZTIzNTc1NjUtM2FjYy00MDQ1LWJjNDAtNmU1MmZkYjEyMTIzXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}]",N/A,7.7,"4,827",tt0858492,movie,N/A,N/A,N/A,N/A,,,0069,jpg
Aksar                                    ,2006,1h 33m  ,Romance        ,"Bound by an expensive pre-nuptial agreement, Rajveer cannot divorce his wife Sheena. Things go awry when he hires Vicky, a womaniser, to get rid of his wife.",N/A,03 Feb 2006,135 min,"Drama, Romance, Thriller",Ananth Mahadevan,"Abbaas Hierapurwala, Ananth Mahadevan","Emraan Hashmi, Udita Goswami, Dino Morea","Rajveer Singh is of East Indian origin and lives a very wealthy lifestyle in London, England along with his wife, former Indian model, Sheena. He finds her devoted but a little bit too possessive, and since they have signed a prenuptial agreement, he cannot divorce her. When Ricky comes to London for a photo shoot, he pays him Thirty Lakh rupees to seduce Sheena, Ricky agrees to do that as he is in debt. For this purpose Ricky is permitted to live in the Singh's mansion. At first Sheena shows hatred for Ricky, as he had ditched her friend, Nisha, but she subsequently succumbs to Ricky's charm. Rajveer then has a change of heart and finds he still loves Sheena, so he decides to pay Ricky Fifty Lakh rupees - this time to leave them - but Ricky refuses. Rajveer makes it up to Sheena by celebrating her birthday lavishly. It is on the night of the birthday that Ricky will be murdered, and this case will be assigned to Chief Investigating Officer Steve Bakshi - who has two suspects - Rajveer himself and the second one being none other than Sheena. Watch what happens when Steve decides to arrest Sheena for Ricky's murder.",Hindi,India,4 nominations,https://m.media-amazon.com/images/M/MV5BMDU1YzhhNDItODRiMC00YzRkLWIwNTQtNzE5NjAxOWEzNDBmXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.0/10""}]",N/A,5.0,"1,431",tt0476729,movie,N/A,N/A,N/A,N/A,,,0070,jpg
Shaadi Karke Phas Gaya Yaar              ,2006,2h 19m  ,Drama          ,"Ayaan marries Ahana, who gets disappointed on realising how conservative his family is. What happens when a pregnant Ahana wishes to abort her baby?",N/A,01 Aug 2006,152 min,"Comedy, Drama, Romance",K.S. Adiyaman,"K.S. Adiyaman, Rumi Jaffery","Salman Khan, Shilpa Shetty Kundra, Reema Lagoo","Ayaan lives a very wealthy lifestyle with his married brother Karan and his wife Anju, younger sister Yamini and brother Rahul, and his mom and grandma, and runs a garage. ; his mom, and grandma; and runs a garage. One day he meets beautiful model Ahana and falls head over heels in love with her. She forgets her personal diary at his garage, and through this Ayaan woos her and wins her heart, and they get married. Ahana soon finds out that despite Ayaan's wealth, his family is very conservative and traditional. This causes bitterness between the newlyweds, which gets worse when she becomes pregnant and wants to abort the child. While visiting her mom on their dog's birthday, Ahana has an accident which results in a miscarriage. Ayaan blames her for losing the child, but his mother convinces him and he apologizes. Months later, Ahana becomes pregnant again, and that's when she finds out that Ayaan had pulled wool over her eyes through her personal diary. Watch what happens when Ahana decides to get drunk on her birthday and expose Ayaan publicly.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BNDRhNzUxYzEtYzhiOC00ZTc1LWFiMDQtZTIxNWYwMWQ3YzljXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.0/10""}]",N/A,4.0,"1,494",tt0430589,movie,N/A,"$223,137",N/A,N/A,,,0071,jpg
Ankahee                                  ,2006,2h 27m  ,Thriller       ,"Dr Shekhar is happily married to Nandita. Trouble creeps in their paradise when he falls for an over-possessive Kavya, who takes over his life.",N/A,19 May 2006,151 min,"Drama, Romance, Thriller",Vikram Bhatt,"Vikram Bhatt, Girish Dhamija, Yash Keswani","Aftab Shivdasani, Ameesha Patel, Esha Deol","Dr. Shekharis in the hospital when Kavya Krishna, the reigning Miss World, walks in with a slit wrist. Shekhar is a happily married man who, along with his wife Nandita and their daughter Sheena has everything. When Kavya walks in it is love at first sight, and soon Kavya's and Shekhar's relationship is the talk of tinsel town. Nandita confronts him and he admits. Shekhar chooses Kavya over his family which is a choice he will regret. Nandita tries everything to stop him, but Kavya is an overpossesive woman. She will go to any length to keep Shekhar. He is her anchor in a world where everyone is with her but she is alone. Shekhar is now torn between two women. His choice will forever destroy him.","Hindi, English",India,4 nominations total,https://m.media-amazon.com/images/M/MV5BM2U2NDZjMTYtMmE3Yy00NjljLWJlMTMtMzE4NWQ5NzQwNTNiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.6/10""}]",N/A,4.6,451,tt0495022,movie,N/A,N/A,N/A,N/A,,,0072,jpg
Bal Ganesh                               ,2007,1h 42m  ,Animation      ,"With his pal and ride, Mooshak, Bal Ganesha embarks on an adventure-filled journey, battling the evil forces and saving the world.",Not Rated,01 Nov 2007,105 min,"Animation, Family",Pankaj Sharma,Rajendra Mehra,"Ashar Shaikh, Adarsh Gautam, Namrata Sawhney","Bal Ganesh is the story of the elephant headed God, Lord Ganesh's childhood. The story centers around the exploits of Lord Ganesh, his companion Mooshak, the mouse and their innumerable adventures. From the birth of Lord Ganesha to the depiction of Ganesh's voracious appetite at Kuber's feast, almost every funny event from his childhood has been portrayed in the film.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZWI0ZjQ3YjctZDYzYS00ZGJmLWEzYWItMjc3YzMxMGMzNDc3XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}]",N/A,6.8,287,tt6449730,movie,N/A,N/A,N/A,N/A,,,0073,jpg
Big Brother,2007,2h 9m   ,Action         ,"To avenge the acid attack on his sister, Dev traces down the culprit and kills him. All hell breaks loose when the culprit’s family seeks revenge on Dev.",N/A,13 Apr 2007,128 min,"Action, Crime, Drama",Guddu Dhanoa,Guddu Dhanoa,"Sunny Deol, Priyanka Chopra Jonas, Vikas Anand","S.P. Sharma lives a middle-class lifestyle in Delhi, India, along with his wife, and son, Devdhar. His wife passes away, and Sharma re-marries Sitadevi when Devdhar is only 3 years of age. Sita cares for him as if he were her own, even after giving birth to a son, Akash, and daughter, Anjali. Now Sharma has passed away, while all 3 children have matured. Devdhar gets married to Aarti. Anjali is seduced by the son of the Home Minister, Manohar Shinde, and has acid thrown on her face, disfiguring her. An enraged Devdhar kills the culprit, abducts a number of men who have raped and burned their daughter-in-laws, and secures enough money to pay for plastic surgery for Anjali, whose face is eventually restored. Devdhar and his men are now feared by everyone in Delhi, so much so that Prime Minister Urmila asks Manohar to tender his resignation, publicly denounce his son, and re-locate to Bombay, which he does. She also asks Police Commissioner Kudheshwar Negi to apprehend the Gandhi family. Before Negi could take any action, Sita and her family re-locate to Bombay, change their last name to Sharma, where Devdhar &amp; his men make a living driving an auto-rickshaw, while Anjali and Akash continue their education. Six years later Negi is now the Police Commissioner of Bombay, while Manohar is now the Deputy Chief Minister - and both are now planning to do away with the entire Gandhi family - with the help of former jailbird, Baburao Kamble alias Bhau, who has several personal scores to settle with Devdhar.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BOTYyMWI0N2QtOGZjYy00Zjk5LWFlM2ItODQ5MTQ4NDBhNTUyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.1/10""}]",N/A,4.1,924,tt0476762,movie,N/A,N/A,N/A,N/A,,,0074,
Dhol                                     ,2007,2h 25m  ,Comedy         ,Four lazy friends want to make easy money and plan to get married to a rich girl. But their plan goes awry when they get entangled with the criminal world.,N/A,14 Sep 2007,145 min,"Comedy, Crime, Mystery","Priyadarshan, Aman Ullah","Manisha Korde, Suresh Krishnan, Ram Patil","Sharman Joshi, Tusshar Kapoor, Kunal Kemmu","Sameer Arya, Martand Damdere, Pankaj Tiwari, and Gautam Sesodia are friends who live in a small town in India. Broke, accident-prone, and unable to pay rent to their landlady, they are basically slackers with Sameer and Gautam having no family, while Pankaj has been kicked out by his brother-in-law, and Martand has illicitly borrowed money from his maternal uncle, is unable to re-pay it and hence rendered homeless. The four find out that they can better their lifestyle by obtaining a bank loan - albeit in vain as they are unable to secure one. Then they decide to woo a rich girl, let one of them marry her, and live their life in comfort. They find out that there is a new girl, Ritu Tripathi, in the neighborhood, who is on the lookout for her missing brother, Rahul. The foursome con her into believing that they are Rahul's friends and befriend her. Pankaj even re-names himself Jai, her fiancée, not for long though as she soon finds out that the truth after she meets with Sophie, the woman her brother was supposed to marry, and decides to complain to the Police. Before the Police could arrest the hapless foursome, they are abducted by a gangster named Zikomo, who wants them to return his, of all things, drum (dhol). Watch how the foursome attempt to hilariously wiggle out of this tough spot even as the Police, Martand's uncle and other goons close in on them.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BYzk3MDk1NzEtMzI4Yy00YmVhLTg3NzUtYjhlMTJkM2VhZGEwXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}]",N/A,6.5,"8,030",tt0995035,movie,N/A,N/A,N/A,N/A,,,0075,jpg
